H10E_onMeter_1,H10E_onMeter_2,H10E_onMeter_3,H10E_onMeter_4,H10E_onMeter_5,H10E_onMeter_6,H10E_onMeter_7,H10E_onMeter_8
1455.54,1329.76,1005.68,1363.51,827.51,952.54,207.46,894.42
1221.26,1160.17,657.91,1702.93,749.18,633.3,165.82,1119.72
1175.7,1243.2,659.15,1361.95,353.48,816.39,150.62,762.7
1218.85,860.59,781.1,1481.04,108.72,548.48,296.75,510.72
1581.08,871.44,907.71,1686.43,397.46,348.4,330.71,526.92
1566.2,1148.57,767.62,1558.45,331.3,198.89,343.48,852.53
1659.9,891.51,776.87,1262.15,160.38,503.63,565.18,751.5
1386.66,648.02,1144.62,1348.62,243.43,225.47,483.17,1085.87
1102.1,1000.68,941.37,1092.92,528.58,589.55,222.33,1026.49
1375.29,1146.18,1074.05,902.5,348.63,637.05,119.33,1369.5
1196.48,1037.15,915.24,878.75,560.81,925.43,511.91,1542.6
1071.24,953.52,1126.81,987.38,256.16,1000.01,351.65,1284.92
701.95,827.47,1375.2,1346.87,249.5,1214.88,170.8,1556.79
956.71,1214.84,1045.1,1577.25,386.82,1485.15,247.25,1228.68
962.55,1576.93,986.08,1680.58,718.4,1200.35,312.29,1488.05
921.31,1428.31,1031.14,1387.09,662.48,1271.08,542.31,1267.48
746.16,1128.57,1166.94,1029.38,341.93,1425.37,927.43,938.5
787.97,1003.61,1488.75,806.61,508.14,1224.97,1259.47,1152.82
693.22,830.64,1459.35,631.88,116.99,1409.62,1434.31,1466.47
890.13,796.51,1356.1,589.23,365.67,1311.72,1136.73,1106.69
982.51,1032.72,1457.72,813.33,142.43,1351.15,741.78,914.42
948.27,959.08,1565.94,944.72,153.78,1401.65,593.97,881.74
1125.63,687.39,1644.59,1185.23,100.29,1121.33,773.84,852.85
1080.64,549.5,1664.67,1437.14,131.0,1319.31,615.85,926.88
1081.89,735.75,1526.64,1221.73,257.68,1393.57,971.05,864.58
688.22,518.27,1738.42,1090.81,387.33,1155.91,680.13,708.8
928.25,753.5,1783.32,1188.37,373.95,1478.03,334.14,1027.44
687.89,433.35,1679.82,1317.93,500.89,1260.83,103.24,663.15
421.45,623.26,1355.43,1692.38,834.15,1298.6,292.22,636.21
737.25,652.68,1296.1,1425.47,503.32,1116.54,132.52,945.27
462.09,955.79,1321.22,1735.92,844.66,1206.22,408.02,902.88
685.73,776.35,1605.6,1534.46,736.86,1476.01,444.48,1114.66
885.88,481.89,1549.75,1645.13,352.84,1174.8,311.51,1454.52
497.83,639.97,1584.98,1591.28,522.61,1528.34,429.37,1376.81
448.36,551.98,1205.33,1293.78,322.48,1249.7,340.15,1421.83
718.0,582.63,1208.02,980.6,679.25,1645.51,652.65,1551.82
788.55,219.08,1590.02,794.19,959.72,1361.72,349.44,1754.93
792.25,605.71,1699.51,405.93,733.04,1212.19,701.84,1452.95
584.82,862.25,1758.89,715.79,1048.76,1106.75,1016.33,1371.01
757.48,629.24,1682.58,453.65,690.79,1027.65,829.34,1761.0
1154.31,264.52,1476.31,417.55,563.4,1294.44,1089.04,1574.6
883.46,305.39,1535.97,411.49,686.28,1334.67,1196.54,1427.15
1200.64,668.31,1758.86,565.7,1048.73,992.77,1448.84,1742.56
1446.05,975.53,1547.73,891.66,1249.41,1291.34,1217.07,1381.67
1559.0,1073.34,1468.95,1023.46,885.46,1267.79,990.84,1098.01
1390.04,1390.65,1771.32,1417.03,1154.45,1459.06,1294.74,1457.54
1137.78,1614.03,1592.5,1298.92,881.55,1107.54,1528.04,1135.98
830.04,1319.4,1383.6,1553.32,1264.36,1428.63,1723.63,1184.42
697.59,982.39,1130.15,1330.71,1653.61,1769.73,1790.95,1519.15
551.73,1209.32,735.36,1183.4,1729.22,1438.14,1487.89,1716.17
399.85,1000.08,936.68,1133.35,1427.13,1648.33,1112.25,1462.14
152.84,622.38,552.76,1106.21,1507.72,1583.52,1224.36,1399.54
271.24,874.97,338.69,1159.93,1698.04,1477.78,1179.86,1755.75
275.67,820.32,622.14,1153.83,1616.53,1592.79,948.29,1426.15
616.48,685.77,491.37,1455.3,1655.37,1638.34,937.06,1129.49
688.44,955.72,424.14,1783.36,1546.63,1636.16,954.5,1307.45
768.94,1015.83,545.27,1531.24,1337.2,1523.65,863.29,990.78
390.78,1336.29,257.3,1353.68,1562.47,1697.74,959.41,821.8
292.64,1560.57,253.09,958.31,1224.15,1646.25,1144.6,1174.76
382.1,1575.01,506.35,946.59,865.54,1709.17,1525.01,1347.01
279.04,1297.01,145.81,1191.56,1251.85,1368.15,1772.05,1264.36
617.2,1039.76,412.91,1256.6,1279.7,1475.66,1789.22,973.52
635.09,1362.69,743.31,1473.97,968.17,1348.41,1674.42,922.31
691.73,1295.57,350.05,1115.88,590.94,1615.35,1489.64,994.96
388.25,1198.0,642.31,898.17,717.64,1490.09,1780.81,850.61
492.23,1056.6,399.42,934.21,699.96,1224.55,1743.14,1236.12
479.46,1335.02,587.55,1046.52,734.2,1020.7,1570.17,839.39
522.19,1677.47,697.03,995.75,585.85,916.11,1291.45,550.2
148.01,1516.83,494.38,797.92,300.83,1078.89,971.58,691.76
535.53,1655.57,451.77,665.85,204.08,914.51,1001.75,587.51
379.28,1322.51,113.16,1045.43,102.51,659.92,999.02,334.51
613.29,1331.59,283.41,806.94,225.81,1021.1,798.34,469.16
922.83,1527.15,227.85,665.42,175.14,705.01,1134.18,639.41
1192.55,1416.33,288.57,880.1,432.25,390.6,1420.36,726.66
1276.51,1789.41,575.14,849.42,524.18,778.96,1656.17,523.92
1557.96,1470.09,373.45,719.66,725.4,840.33,1410.24,882.6
1646.51,1089.87,347.39,640.17,864.5,489.59,1026.28,1185.68
1596.76,1334.31,694.59,689.76,1165.41,531.57,1320.48,1430.16
1399.27,1247.86,516.36,935.52,1066.9,623.89,1124.58,1381.28
1575.59,1127.55,587.45,745.07,1075.95,578.85,809.42,1282.99
1348.74,1282.52,719.75,980.82,769.29,888.66,588.27,1219.87
1606.27,1142.65,840.93,688.64,1012.64,533.7,823.3,952.03
1611.45,1256.62,1134.21,391.26,1187.91,877.47,560.19,650.35
1594.59,1159.66,1423.29,287.01,1367.64,798.39,847.68,268.7
1736.83,1098.9,1097.66,502.52,974.1,452.0,524.58,195.49
1643.12,1301.82,1193.85,767.19,846.67,561.78,543.68,139.18
1514.92,1691.11,1428.58,585.61,568.03,867.26,736.62,173.8
1208.54,1321.89,1139.15,919.53,809.64,631.39,979.68,356.28
1035.07,1585.31,1224.59,1162.04,860.39,963.8,826.05,177.84
1213.03,1791.26,949.69,823.88,1189.41,833.76,706.91,524.85
1059.88,1691.05,888.38,1223.62,1458.46,947.1,814.03,419.85
1042.48,1425.95,1286.29,1451.88,1132.4,1336.54,1040.29,361.15
927.37,1388.31,1317.3,1490.38,871.88,1734.55,849.67,561.04
568.25,1077.7,1012.34,1652.47,955.04,1539.71,1136.57,312.33
569.97,1224.95,681.96,1285.86,811.52,1319.97,1101.41,371.32
370.26,1445.91,806.39,1353.1,988.75,1487.9,1304.02,333.44
301.96,1754.52,607.11,1160.89,999.21,1734.51,1280.04,265.76
626.83,1784.14,252.68,1522.56,757.19,1762.03,1102.21,394.05
261.32,1453.9,366.73,1680.83,1091.02,1714.07,1166.03,519.97
359.65,1167.69,219.71,1799.53,872.12,1566.63,1194.96,194.4
161.56,1055.37,305.27,1709.07,518.28,1739.23,979.68,534.33
255.39,669.61,572.62,1605.57,406.86,1350.59,705.12,791.94
109.26,723.41,833.7,1758.1,152.98,1508.86,992.28,435.63
193.85,695.87,1192.36,1606.37,259.05,1255.23,756.56,443.04
335.55,850.73,1390.38,1233.46,140.12,1025.92,828.87,483.58
577.78,1177.95,1416.08,937.6,272.59,874.61,1187.07,738.04
581.82,1163.36,1113.42,1314.5,662.05,627.52,1436.64,478.21
411.12,788.5,879.45,1122.17,670.19,910.04,1237.49,192.06
665.62,1031.91,864.31,1181.25,450.03,1297.65,1346.43,309.43
463.09,740.18,638.59,1479.61,124.65,1190.29,1647.01,238.57
652.53,1043.79,754.85,1493.01,327.82,1413.11,1547.79,384.14
823.03,1434.25,646.54,1738.35,416.78,1082.63,1594.67,307.73
1130.64,1388.34,719.37,1668.12,129.6,885.6,1579.99,238.67
1327.43,1775.4,550.59,1520.26,444.89,1058.98,1652.34,130.88
1224.68,1707.24,356.3,1674.36,744.95,1276.36,1390.32,318.76
1511.14,1623.44,718.16,1563.56,664.98,1179.66,1174.0,214.35
1759.98,1259.57,947.78,1492.24,892.57,1299.55,882.06,378.16
1726.85,1304.12,1305.03,1120.06,901.94,955.29,1211.01,207.85
1739.21,1606.23,1676.26,1308.94,860.43,603.4,1437.09,144.72
1515.02,1454.84,1353.6,1143.92,984.24,340.18,1374.34,405.71
1614.81,1149.6,1426.97,1049.44,1034.84,413.97,1279.28,722.16
1501.82,995.75,1226.89,939.94,1154.93,120.57,955.51,991.2
1638.96,776.97,1390.47,821.54,1199.96,121.01,605.3,1085.9
1476.29,1088.7,1335.09,645.58,932.66,370.98,948.77,987.31
1245.22,714.91,1347.16,801.08,963.83,764.15,1159.62,1313.91
854.89,529.5,1127.24,890.95,921.49,977.43,892.89,1646.25
1027.62,894.92,1062.66,556.22,1218.03,1071.08,854.25,1302.94
1176.61,673.26,875.36,727.78,1484.75,879.19,529.57,1298.48
1330.48,560.49,628.27,485.56,1178.29,882.14,511.5,1653.93
1015.25,545.52,568.2,411.65,1422.39,708.71,897.59,1520.85
792.9,360.44,728.11,462.94,1461.46,625.07,1037.9,1261.41
1189.54,657.18,529.94,344.6,1435.89,809.24,837.59,1291.02
1086.56,589.29,444.6,256.01,1128.58,1093.31,668.7,1668.12
1382.4,475.75,248.55,204.02,1261.43,1473.26,1004.57,1276.72
1197.75,153.85,501.56,525.14,926.75,1302.5,979.28,1186.36
1472.33,378.21,891.64,576.92,638.35,1444.18,1301.79,1311.17
1102.3,220.99,689.35,495.31,1032.74,1235.41,1439.76,1152.81
1260.25,289.99,1047.54,593.01,1053.1,1283.46,1164.21,938.84
1047.57,218.15,1081.49,874.01,756.42,943.68,1480.2,919.39
1407.98,401.29,981.57,533.04,958.22,1108.35,1653.97,1090.92
1571.84,595.99,1059.57,622.87,715.89,1387.71,1517.1,1370.5
1389.89,728.86,866.5,654.41,1050.86,1181.48,1381.22,1718.18
1762.61,937.88,634.14,888.2,843.93,880.51,1428.33,1409.91
1485.83,941.84,643.87,841.05,595.37,525.95,1295.97,1148.55
1595.34,683.98,988.25,974.18,767.96,661.59,971.48,1200.51
1290.69,939.85,921.06,1280.25,855.98,814.44,1316.55,1037.38
1264.6,641.93,1141.39,1155.32,815.71,1175.53,1121.17,829.78
1349.86,760.17,1304.44,933.2,489.87,1348.37,1267.87,881.22
1749.57,1133.34,1059.87,1145.68,114.98,1340.39,1408.89,851.84
1694.32,1522.31,1048.54,1520.82,506.45,1689.46,1490.85,1015.01
1783.17,1702.71,705.86,1232.42,372.22,1619.39,1166.42,821.65
1724.18,1655.48,443.54,836.9,549.63,1703.04,1338.95,704.67
1344.03,1311.43,746.92,1236.62,288.98,1687.38,1094.27,892.39
1380.97,1649.96,492.25,1224.3,304.63,1716.54,1416.65,631.61
